logical_position_id,position_ticket,entry_deal_count,exit_deal_count,entry_volume,exit_volume,weighted_exit_price,reported_exit_price,reported_r,recomputed_r,volume_match,weighted_exit_match,r_match
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260505|1777988100,1362,1,1,0.28,0.28000000,4554.22000000,4554.22,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260506|1778054700,1364,1,1,0.51,0.51000000,4656.89000000,4656.89,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260507|1778180100,1366,1,1,0.16,0.16000000,4687.42000000,4687.42,1.9999999999999398,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260508|1778232300,1368,1,1,0.3,0.30000000,4709.71000000,4709.71,1.9988081048866355,1.99880810,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260508|1778259600,1370,1,1,0.11,0.11000000,4680.07000000,4680.07,2.000000000000039,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260511|1778490300,1372,1,1,0.18,0.18000000,4656.77000000,4656.77,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260511|1778507700,1374,1,1,0.34,0.34000000,4686.13000000,4686.13,1.9986648865154462,1.99866489,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260511|1778512500,1376,1,1,0.1,0.10000000,4743.35000000,4743.35,1.999605678233394,1.99960568,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260512|1778573100,1378,1,1,0.59,0.59000000,4721.63000000,4721.63,2.0022779043278605,2.00227790,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260512|1778625300,1380,1,1,0.47,0.47000000,4723.93000000,4723.93,1.9982078853047833,1.99820789,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260513|1778674800,1382,1,1,0.68,0.68000000,4697.06000000,4697.06,2.002597402597223,2.00259740,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260513|1778687700,1384,1,1,0.22,0.22000000,4678.39000000,4678.39,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260513|1778692800,1386,1,1,0.15,0.15000000,4673.31000000,4673.31,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260514|1778754900,1388,1,1,0.27,0.27000000,4690.15000000,4690.15,1.9989637305698313,1.99896373,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260514|1778776800,1390,1,1,0.11,0.11000000,4666.36000000,4666.36,-1.0,-1.00000000,true,true,true
